loja,club,marca_1,marca_2,marca_3,regiao,canal,localizacao,numero_empregados,aporte_inicial,modelo_arquitetonico,tem_estoque_proprio,usa_despachante,legado_familia,sistema_1,sistema_2,sistema_3,sistemas_4,sistema_5,sistema_6,faturamento_ultimo_ano,maturidade_processo
4409,PRATA,N,N,S,3,BO,CENTRO,5,880158,3,N,S,N,N,N,N,N,N,N,C,BAIXA
4410,DIAMANTE,S,S,S,3,VD,RUA_FAMOSA,8,855960,1,N,N,S,S,S,S,S,S,S,A,BAIXA
4411,PRATA,S,S,S,1,BO,BAIRRO,8,785728,3,S,S,N,S,N,S,S,S,N,C,MÉDIA
4412,BRONZE,N,N,N,1,VD,CENTRO,20,288587,4,N,S,N,S,S,N,S,N,N,D,MÉDIA
4413,DIAMANTE,S,S,N,2,LJ,SHOPPING,11,975807,1,S,N,S,N,S,N,S,N,S,A,MÉDIA
4414,BRONZE,S,S,S,4,BO,CENTRO,25,147680,4,N,N,N,S,S,S,S,N,N,A,BAIXA
4415,BRONZE,S,N,N,1,LJ,RUA_FAMOSA,21,140881,4,N,S,S,N,S,N,N,N,N,D,ALTA
4416,BRONZE,S,N,S,2,BO,SHOPPING,21,226183,4,N,N,S,S,N,N,S,S,N,D,BAIXA
4417,PRATA,N,N,S,3,LJ,CENTRO,8,529748,3,S,S,N,N,N,S,S,S,N,C,INEXISTENTE
4418,OURO,S,S,S,4,BO,BAIRRO,13,367033,4,N,N,N,S,N,N,N,N,N,B,BAIXA
4419,DIAMANTE,S,S,N,2,LJ,CENTRO,18,978289,1,N,N,S,S,S,N,N,N,S,A,MÉDIA
4420,BRONZE,S,N,S,2,LJ,RUA_FAMOSA,17,138962,4,N,N,N,N,N,N,N,S,N,C,BAIXA
4421,DIAMANTE,S,S,N,6,LJ,CENTRO,29,856783,1,N,N,S,S,S,N,N,N,N,A,MÉDIA
4422,OURO,S,S,N,2,VD,RURAL,11,583568,2,S,S,N,S,N,N,N,N,S,A,BAIXA
4423,DIAMANTE,S,S,N,3,LJ,SHOPPING,14,590378,1,S,N,S,N,S,S,N,N,S,B,ALTA
4424,BRONZE,S,N,S,6,BO,CENTRO,20,271429,4,N,N,S,N,N,N,N,N,N,D,INEXISTENTE
4425,OURO,S,N,S,2,BO,BAIRRO,13,976265,3,N,N,N,S,N,N,N,N,N,A,MÉDIA
4426,OURO,S,N,N,2,LJ,RUA_FAMOSA,7,976880,2,N,N,S,S,N,S,N,S,S,D,ALTA
4427,OURO,S,S,S,1,LJ,BAIRRO,15,797888,3,N,S,S,S,S,N,S,S,N,C,BAIXA
4428,PRATA,S,S,S,2,LJ,BAIRRO,5,365521,4,S,N,N,S,S,N,N,S,N,A,INEXISTENTE
4429,PRATA,S,S,S,4,BO,SHOPPING,7,606294,3,N,N,N,N,N,S,S,S,N,D,INEXISTENTE
4430,BRONZE,S,S,N,2,LJ,BAIRRO,17,118817,4,N,S,N,N,N,S,N,N,N,C,BAIXA
4431,OURO,S,S,S,2,VD,CENTRO,13,431132,3,N,S,S,S,N,N,N,N,S,A,ALTA
4432,DIAMANTE,S,S,N,2,LJ,BAIRRO,28,619884,1,N,N,S,N,S,S,N,S,S,B,ALTA
4433,BRONZE,S,S,N,4,VD,SHOPPING,18,266318,4,S,S,S,N,N,N,S,N,N,C,ALTA
4434,OURO,S,N,N,2,VD,BAIRRO,15,865152,3,N,S,N,S,S,N,S,N,S,A,BAIXA
4435,PRATA,N,N,S,6,LJ,RUA_FAMOSA,4,787803,3,S,N,N,S,N,N,N,S,N,D,INEXISTENTE
4436,BRONZE,S,N,S,5,BO,BAIRRO,15,261180,4,S,N,S,N,S,S,S,N,N,D,MÉDIA
4437,BRONZE,N,N,S,6,VD,CENTRO,15,206882,4,N,S,N,N,N,S,N,N,N,C,BAIXA
4438,DIAMANTE,S,S,S,2,LJ,RUA_FAMOSA,8,958238,1,S,N,S,N,S,N,S,N,N,B,MÉDIA
4439,BRONZE,S,S,S,6,LJ,CENTRO,14,246760,4,S,N,N,S,N,N,S,N,N,C,INEXISTENTE
4440,OURO,S,N,N,2,LJ,RUA_FAMOSA,9,797135,3,N,S,S,S,N,S,N,N,N,C,BAIXA
4441,OURO,S,S,N,2,BO,CENTRO,7,644284,2,N,S,S,S,N,S,S,N,S,C,INEXISTENTE
4442,BRONZE,N,N,N,2,VD,CENTRO,12,245133,4,N,S,S,N,N,S,S,S,N,C,MÉDIA
4443,BRONZE,S,S,N,1,BO,RUA_FAMOSA,14,123159,4,S,N,N,N,N,N,S,S,N,A,BAIXA
4444,PRATA,S,S,S,3,LJ,BAIRRO,4,692810,3,N,S,N,N,N,S,N,S,N,C,INEXISTENTE
4445,OURO,S,N,S,1,VD,RURAL,16,921705,3,S,N,N,S,N,S,N,S,S,C,ALTA
4446,BRONZE,N,S,N,2,BO,RURAL,24,268943,4,N,S,S,S,N,S,S,S,N,B,INEXISTENTE
4447,PRATA,S,N,N,3,VD,RUA_FAMOSA,9,572010,3,S,N,N,S,N,S,N,S,N,A,INEXISTENTE
4448,PRATA,N,S,N,2,BO,BAIRRO,7,499351,4,S,S,N,N,N,N,S,N,N,D,INEXISTENTE
4449,BRONZE,S,S,N,3,VD,BAIRRO,16,131621,4,S,N,N,S,N,N,S,N,N,C,MÉDIA
4450,BRONZE,S,N,S,4,VD,RUA_FAMOSA,14,125843,4,S,S,N,N,S,N,N,S,N,A,INEXISTENTE
4451,BRONZE,N,N,N,3,BO,BAIRRO,24,106251,4,N,S,N,S,S,N,N,S,N,A,MÉDIA
4452,OURO,S,S,S,5,LJ,CENTRO,8,851374,3,S,N,S,S,N,N,S,N,N,A,MÉDIA
4453,DIAMANTE,S,S,N,2,LJ,RUA_FAMOSA,17,708450,1,S,S,S,S,S,S,S,S,S,A,MÉDIA
4454,DIAMANTE,S,S,S,1,LJ,SHOPPING,16,956561,1,S,S,S,S,S,N,N,S,N,A,ALTA
4455,OURO,S,N,N,1,VD,BAIRRO,10,524139,2,N,N,S,S,S,S,S,N,S,B,BAIXA
4456,OURO,S,N,S,2,BO,SHOPPING,15,512019,2,S,S,S,S,N,N,N,S,S,B,ALTA
4457,PRATA,N,N,S,2,LJ,BAIRRO,9,905699,3,S,S,N,S,S,N,S,N,N,D,INEXISTENTE
4458,OURO,S,N,S,5,LJ,SHOPPING,9,355328,2,S,S,S,S,N,S,S,S,N,A,INEXISTENTE
4459,DIAMANTE,S,S,S,5,VD,RUA_FAMOSA,12,692266,1,S,S,S,S,S,S,S,N,S,A,ALTA
4460,DIAMANTE,S,S,N,6,LJ,SHOPPING,29,516237,1,S,N,S,N,S,S,S,S,S,A,ALTA
4461,PRATA,N,S,N,3,VD,CENTRO,9,405094,3,N,S,N,S,N,S,S,S,N,D,INEXISTENTE
4462,BRONZE,N,N,N,2,VD,BAIRRO,17,129842,4,S,N,S,S,N,N,S,S,N,D,MÉDIA
4463,PRATA,S,N,N,3,BO,BAIRRO,8,875471,3,S,N,N,S,S,N,S,S,N,D,MÉDIA
4464,OURO,S,N,N,1,VD,RUA_FAMOSA,7,901981,4,S,S,N,S,N,S,N,S,S,D,INEXISTENTE
4465,DIAMANTE,S,S,N,3,LJ,RUA_FAMOSA,14,789092,1,S,N,S,N,S,N,S,N,S,B,BAIXA
4466,DIAMANTE,S,S,S,2,LJ,RUA_FAMOSA,22,951365,1,S,S,S,S,S,S,S,S,N,A,BAIXA
4467,OURO,S,N,N,2,VD,BAIRRO,11,560563,3,S,S,N,S,S,N,N,S,S,D,MÉDIA
4468,PRATA,S,S,N,4,BO,BAIRRO,5,751322,4,N,S,N,N,S,N,N,N,N,D,INEXISTENTE
4469,OURO,S,S,N,2,BO,RUA_FAMOSA,13,731961,4,N,S,S,S,S,N,N,N,N,A,ALTA
4470,PRATA,S,S,S,1,VD,BAIRRO,9,654552,4,N,N,N,N,S,S,S,S,N,D,INEXISTENTE
4471,OURO,S,S,S,1,VD,BAIRRO,14,953263,2,N,S,S,S,N,S,S,S,N,A,MÉDIA
4472,PRATA,S,S,S,2,LJ,CENTRO,7,755668,4,S,N,N,N,N,N,S,N,N,A,ALTA
4473,OURO,S,S,N,2,BO,CENTRO,16,897183,2,S,N,N,S,N,S,S,N,S,D,INEXISTENTE
4474,PRATA,N,N,N,6,VD,RUA_FAMOSA,5,415946,3,S,N,N,N,N,S,S,S,N,D,INEXISTENTE
4475,BRONZE,S,S,S,5,VD,RUA_FAMOSA,21,261365,4,N,N,N,N,S,N,N,S,N,B,MÉDIA
4476,BRONZE,N,N,S,2,LJ,CENTRO,16,249035,4,N,N,N,S,S,N,S,S,N,B,MÉDIA
4477,OURO,S,S,N,2,VD,CENTRO,10,683434,4,S,N,N,S,S,N,N,N,N,A,MÉDIA
4478,DIAMANTE,S,S,S,3,VD,SHOPPING,30,764242,1,N,S,S,N,S,S,S,S,S,C,ALTA
4479,BRONZE,S,S,S,3,LJ,BAIRRO,22,125006,4,S,S,S,N,S,N,N,S,N,B,INEXISTENTE
4480,BRONZE,N,S,N,2,VD,BAIRRO,15,124844,4,N,S,S,N,N,N,N,N,N,C,MÉDIA
4481,OURO,S,S,N,4,BO,BAIRRO,7,452187,3,S,S,N,S,N,N,S,S,N,B,BAIXA
4482,OURO,S,S,S,2,BO,RUA_FAMOSA,15,660027,4,S,S,N,S,S,N,N,S,S,D,BAIXA
4483,PRATA,S,N,S,2,BO,BAIRRO,6,979610,3,S,S,N,N,N,N,N,S,N,A,BAIXA
4484,BRONZE,S,S,N,2,LJ,CENTRO,16,234406,4,S,S,N,N,S,N,N,S,N,D,ALTA
4485,PRATA,N,N,S,2,BO,RUA_FAMOSA,5,612062,4,N,N,N,N,N,S,N,S,N,D,ALTA
4486,PRATA,N,S,S,2,BO,RUA_FAMOSA,9,968568,4,N,S,N,N,S,N,N,N,N,D,BAIXA
4487,DIAMANTE,S,S,S,1,VD,SHOPPING,8,868905,1,N,N,S,S,S,S,N,S,S,B,ALTA
4488,PRATA,N,N,N,3,BO,RUA_FAMOSA,9,455567,3,N,S,N,S,S,N,S,N,N,C,BAIXA
4489,OURO,S,N,N,6,VD,RUA_FAMOSA,15,475880,4,N,N,S,S,S,N,N,S,S,B,MÉDIA
4490,PRATA,N,S,S,1,BO,RUA_FAMOSA,9,587324,4,S,S,N,S,N,S,S,N,N,B,INEXISTENTE
4491,PRATA,S,N,S,1,VD,SHOPPING,9,459363,3,N,N,N,S,S,N,S,S,N,A,BAIXA
4492,OURO,S,N,S,6,VD,CENTRO,7,831499,3,S,N,S,S,N,S,N,S,S,B,INEXISTENTE
4493,PRATA,S,N,N,1,VD,RUA_FAMOSA,8,415801,4,S,S,N,S,N,N,N,S,N,D,INEXISTENTE
4494,PRATA,N,S,N,2,BO,RUA_FAMOSA,4,694448,4,S,S,N,N,N,S,N,N,N,D,INEXISTENTE
4495,DIAMANTE,S,S,S,2,VD,RUA_FAMOSA,19,586786,1,N,S,S,N,S,N,S,N,N,B,ALTA
4496,BRONZE,N,N,S,4,LJ,CENTRO,22,274476,4,S,S,N,N,N,N,S,S,N,D,INEXISTENTE
4497,PRATA,S,S,N,4,BO,BAIRRO,7,982321,3,N,S,N,S,N,N,N,S,N,D,INEXISTENTE
4498,OURO,S,N,S,3,VD,RURAL,11,815863,3,S,,N,S,N,N,S,S,N,A,INEXISTENTE
4499,DIAMANTE,S,S,N,1,LJ,RUA_FAMOSA,24,610173,1,N,N,S,S,S,S,N,S,S,C,ALTA
4500,BRONZE,N,S,S,1,LJ,CENTRO,17,148714,4,N,S,S,S,N,N,N,S,N,B,MÉDIA
4501,BRONZE,N,S,S,3,LJ,BAIRRO,20,235469,4,N,S,N,N,N,S,S,N,N,B,INEXISTENTE
4502,BRONZE,S,N,S,1,BO,CENTRO,18,127411,4,N,N,S,N,S,N,N,S,N,C,MÉDIA
4503,PRATA,N,S,N,3,LJ,RUA_FAMOSA,5,566081,4,N,S,N,S,S,S,S,S,N,D,INEXISTENTE
4504,OURO,S,S,S,5,LJ,RUA_FAMOSA,13,681709,3,S,N,S,S,N,N,N,N,N,B,INEXISTENTE
4505,DIAMANTE,S,S,S,2,LJ,SHOPPING,8,605299,1,N,N,S,N,S,S,N,S,S,B,ALTA
4506,PRATA,N,N,N,1,BO,BAIRRO,8,370615,3,S,,N,N,N,N,N,N,N,D,MÉDIA
4507,OURO,S,S,N,3,BO,RUA_FAMOSA,16,914921,4,S,S,N,S,N,S,N,S,S,A,BAIXA
4508,BRONZE,S,N,S,5,VD,BAIRRO,13,296723,4,N,S,N,N,N,S,N,N,N,D,MÉDIA
4509,BRONZE,N,S,S,5,VD,CENTRO,13,282543,4,N,N,S,N,S,N,S,N,N,C,MÉDIA
4510,BRONZE,S,N,S,6,BO,CENTRO,21,131676,4,S,S,S,S,S,N,N,N,N,C,INEXISTENTE
4511,PRATA,S,N,S,2,VD,BAIRRO,4,406308,4,S,,N,N,S,N,N,S,N,C,ALTA
4512,PRATA,N,N,N,3,VD,RUA_FAMOSA,4,895180,3,S,,N,S,S,N,N,S,N,B,BAIXA
4513,BRONZE,N,N,N,2,LJ,BAIRRO,15,284588,4,S,,N,S,S,S,N,N,N,D,MÉDIA
4514,DIAMANTE,S,S,N,2,VD,CENTRO,30,660467,1,S,,S,S,S,N,S,N,S,A,MÉDIA
4515,DIAMANTE,S,S,N,6,BO,SHOPPING,14,716034,1,S,,S,N,S,N,N,N,S,A,ALTA
4516,DIAMANTE,S,S,N,1,BO,CENTRO,21,517048,1,N,,S,N,S,S,N,N,N,A,MÉDIA
4517,DIAMANTE,S,S,S,2,BO,SHOPPING,24,678799,1,N,,S,S,S,S,N,N,S,C,ALTA
4518,DIAMANTE,S,S,N,1,LJ,RURAL,26,653196,1,N,,S,N,S,S,S,N,N,B,BAIXA
4519,OURO,S,S,N,4,VD,CENTRO,9,514939,3,S,,N,S,S,N,N,N,S,D,INEXISTENTE
4520,PRATA,N,S,S,4,LJ,CENTRO,7,786202,3,N,,N,S,N,S,N,S,N,B,INEXISTENTE
4521,OURO,S,S,N,1,LJ,BAIRRO,11,905665,2,N,,S,S,N,N,S,N,N,D,MÉDIA
4522,DIAMANTE,S,S,S,3,LJ,CENTRO,22,828833,1,S,N,S,N,S,N,N,S,N,B,ALTA
4523,PRATA,N,N,S,1,VD,RUA_FAMOSA,6,796107,3,S,S,N,S,S,S,N,S,N,D,BAIXA
4524,DIAMANTE,S,S,S,3,VD,BAIRRO,30,891651,1,N,N,S,N,S,N,N,S,S,C,ALTA
4525,PRATA,N,N,N,1,BO,SHOPPING,6,928692,4,S,N,N,S,N,S,N,N,N,C,ALTA
4526,OURO,S,N,S,4,VD,BAIRRO,16,877072,2,S,N,N,S,N,N,N,S,N,B,BAIXA
4527,PRATA,S,S,S,3,LJ,BAIRRO,5,913925,4,N,S,N,S,S,N,S,S,N,B,INEXISTENTE
4528,DIAMANTE,S,S,N,2,LJ,RUA_FAMOSA,16,957167,1,N,N,S,S,S,S,N,N,S,A,ALTA
4529,BRONZE,S,S,S,3,LJ,RUA_FAMOSA,13,259558,4,S,N,N,S,N,S,N,N,N,B,INEXISTENTE
4530,PRATA,N,N,S,1,BO,RUA_FAMOSA,5,566060,4,S,S,N,N,N,S,N,N,N,D,INEXISTENTE
4531,PRATA,S,S,N,4,LJ,SHOPPING,6,544499,3,N,N,N,N,S,S,N,N,N,D,INEXISTENTE
4532,BRONZE,S,N,S,3,VD,CENTRO,16,194253,4,S,N,S,S,S,N,S,S,N,D,INEXISTENTE
4533,OURO,S,S,N,2,VD,BAIRRO,13,356819,3,N,S,N,S,N,S,S,S,N,D,BAIXA
4534,PRATA,N,S,S,5,VD,CENTRO,6,623714,4,N,S,N,S,S,S,N,N,N,A,INEXISTENTE
4535,BRONZE,N,N,N,5,VD,CENTRO,16,100000,4,S,S,N,S,N,N,N,N,N,B,INEXISTENTE
4536,PRATA,S,S,N,6,BO,RUA_FAMOSA,6,365181,3,S,N,N,S,N,S,N,S,N,C,BAIXA
4537,BRONZE,N,S,S,3,VD,BAIRRO,23,232192,4,N,N,S,N,N,S,N,N,N,B,INEXISTENTE
4538,PRATA,N,S,S,1,BO,RUA_FAMOSA,6,862839,4,S,N,N,N,S,N,S,N,N,D,INEXISTENTE
4539,BRONZE,S,N,N,1,BO,BAIRRO,21,189855,4,S,S,N,N,N,N,S,S,N,C,MÉDIA
4540,OURO,S,S,S,2,BO,CENTRO,13,744519,2,S,S,N,S,S,N,N,N,N,D,MÉDIA
4541,BRONZE,N,N,N,1,VD,BAIRRO,15,111427,4,N,S,N,N,S,N,S,N,N,C,MÉDIA
4542,BRONZE,S,S,N,6,LJ,CENTRO,21,129640,4,S,S,N,S,N,N,S,N,N,C,MÉDIA
4543,BRONZE,S,N,S,3,BO,CENTRO,25,124139,4,N,,S,S,N,N,S,S,N,B,BAIXA
4544,PRATA,N,S,N,1,BO,BAIRRO,5,907811,3,S,N,N,S,S,N,S,N,N,A,BAIXA
4545,DIAMANTE,S,S,S,4,VD,CENTRO,8,820767,1,S,,S,N,S,N,N,N,N,A,ALTA
4546,BRONZE,S,S,N,1,LJ,RURAL,15,275066,4,S,S,S,S,N,S,N,N,N,C,BAIXA
4547,PRATA,S,N,S,6,BO,BAIRRO,7,991235,3,S,S,N,N,S,N,S,S,N,C,BAIXA
4548,DIAMANTE,S,S,S,1,VD,RUA_FAMOSA,24,548022,1,S,S,S,S,S,S,N,S,S,B,ALTA
4549,OURO,S,N,N,1,BO,BAIRRO,14,435637,4,S,,N,S,S,S,S,N,N,B,INEXISTENTE
4550,BRONZE,S,N,S,1,LJ,CENTRO,19,255423,4,S,N,S,N,S,S,N,S,N,D,MÉDIA
4551,OURO,S,S,S,3,VD,CENTRO,13,766454,3,S,N,N,S,S,S,N,S,S,C,MÉDIA
4552,DIAMANTE,S,S,S,2,BO,CENTRO,26,851397,1,S,,S,N,S,N,N,N,S,A,BAIXA
4553,PRATA,N,S,N,2,BO,BAIRRO,7,406088,3,N,N,N,N,S,S,S,S,N,A,ALTA
4554,OURO,S,S,N,4,VD,BAIRRO,12,712344,4,S,N,S,S,S,S,S,S,S,A,INEXISTENTE
4555,PRATA,N,S,N,2,VD,SHOPPING,8,596415,3,N,S,N,S,S,N,N,S,N,C,MÉDIA
4556,OURO,S,N,N,2,BO,RUA_FAMOSA,13,980505,2,N,N,S,S,N,N,N,S,N,D,ALTA
4557,BRONZE,S,N,S,6,BO,BAIRRO,12,200203,4,N,S,S,N,S,S,S,N,N,C,ALTA
4558,DIAMANTE,S,S,N,6,VD,SHOPPING,30,922362,1,N,,S,N,S,S,S,S,S,B,ALTA
4559,DIAMANTE,S,S,S,4,VD,BAIRRO,12,837101,1,S,,S,S,S,N,S,S,S,C,ALTA
4560,BRONZE,S,N,S,2,BO,CENTRO,18,152245,4,N,,S,N,N,N,N,N,N,C,BAIXA
4561,DIAMANTE,S,S,N,1,BO,SHOPPING,25,545834,1,S,,S,S,S,N,S,S,N,C,ALTA
4562,BRONZE,S,S,S,4,BO,RUA_FAMOSA,18,277257,4,N,,N,S,N,N,N,S,N,D,MÉDIA
4563,DIAMANTE,S,S,N,2,LJ,BAIRRO,15,821580,1,S,,S,N,S,S,N,S,N,A,ALTA
4564,BRONZE,N,S,S,1,LJ,CENTRO,12,129759,4,S,,S,N,S,N,S,N,N,A,MÉDIA
4565,BRONZE,N,N,S,4,VD,BAIRRO,20,238653,4,N,,N,N,S,S,N,N,N,D,BAIXA
4566,OURO,S,S,S,3,LJ,CENTRO,11,836131,4,S,S,S,S,N,S,N,S,N,B,MÉDIA
4567,OURO,S,N,N,2,BO,BAIRRO,16,705581,3,S,N,N,S,S,N,N,N,S,C,MÉDIA
4568,DIAMANTE,S,S,N,1,VD,SHOPPING,27,919228,1,S,S,S,S,S,N,N,S,N,A,MÉDIA
4569,OURO,S,S,S,2,VD,SHOPPING,9,585433,3,N,N,N,S,N,S,S,N,S,C,ALTA
4570,PRATA,S,S,S,2,VD,RUA_FAMOSA,4,814267,3,N,N,N,N,S,S,S,N,N,D,BAIXA
4571,OURO,S,S,N,3,VD,CENTRO,9,657322,2,S,S,N,S,N,N,S,S,S,B,ALTA
4572,BRONZE,N,S,N,6,BO,BAIRRO,14,123296,4,N,S,S,N,N,N,N,S,N,B,ALTA
4573,DIAMANTE,S,S,S,5,LJ,SHOPPING,23,569734,1,S,S,S,N,S,N,S,S,S,A,BAIXA
4574,PRATA,N,N,N,5,LJ,RUA_FAMOSA,5,480278,3,N,N,N,N,S,S,N,N,N,C,INEXISTENTE
4575,OURO,S,S,S,2,LJ,RUA_FAMOSA,7,766468,3,N,S,N,S,S,N,S,N,N,A,ALTA
4576,PRATA,N,N,S,2,LJ,CENTRO,9,746962,3,S,S,N,N,N,S,S,S,N,D,BAIXA
4577,OURO,S,S,N,5,LJ,RURAL,8,915060,3,S,N,S,S,N,N,S,N,S,B,BAIXA
4578,PRATA,S,N,S,6,BO,CENTRO,4,584997,4,S,N,N,N,N,S,S,N,N,A,INEXISTENTE
4579,PRATA,N,N,S,2,LJ,BAIRRO,8,963656,3,S,S,N,S,S,S,S,S,N,C,ALTA
4580,DIAMANTE,S,S,S,3,LJ,SHOPPING,12,948334,1,S,N,S,N,S,N,N,N,S,B,ALTA
4581,BRONZE,N,N,S,1,VD,RURAL,14,198850,4,S,N,N,N,N,N,N,S,N,C,BAIXA
4582,PRATA,N,S,S,1,BO,BAIRRO,8,793260,3,N,N,N,N,S,S,N,N,N,C,INEXISTENTE
4583,OURO,S,S,N,3,VD,CENTRO,10,769936,4,N,N,S,S,N,N,S,S,S,A,ALTA
4584,BRONZE,N,N,N,3,VD,CENTRO,25,152810,4,N,S,N,N,S,N,S,N,N,B,MÉDIA
4585,BRONZE,S,N,S,1,LJ,BAIRRO,13,165490,4,S,S,S,S,N,N,S,N,N,C,MÉDIA
4586,DIAMANTE,S,S,N,3,LJ,SHOPPING,23,540118,1,N,S,S,S,S,S,S,S,N,C,ALTA
4587,DIAMANTE,S,S,S,1,VD,CENTRO,12,571368,1,N,,S,S,S,N,S,S,N,B,ALTA
4588,DIAMANTE,S,S,N,6,BO,SHOPPING,16,809423,1,S,S,S,S,S,S,N,S,N,A,MÉDIA
4589,PRATA,N,S,S,2,VD,CENTRO,9,757014,4,S,S,N,N,N,S,N,S,N,D,BAIXA
4590,OURO,S,S,N,5,BO,CENTRO,11,806846,2,S,N,S,S,S,N,S,N,S,B,ALTA
4591,DIAMANTE,S,S,S,3,LJ,SHOPPING,24,654677,1,S,S,S,S,S,S,N,N,S,A,ALTA
4592,PRATA,S,S,N,1,LJ,BAIRRO,6,640848,4,S,S,N,N,N,N,N,N,N,D,INEXISTENTE
4593,OURO,S,S,S,5,VD,BAIRRO,12,736677,4,N,S,S,S,N,N,S,S,N,D,ALTA
4594,OURO,S,S,S,1,VD,SHOPPING,12,647237,4,N,S,S,S,N,N,S,N,S,B,ALTA
4595,BRONZE,S,N,N,3,LJ,RURAL,12,129498,4,S,,S,S,S,S,S,N,N,B,INEXISTENTE
4596,DIAMANTE,S,S,S,1,VD,RUA_FAMOSA,14,777516,1,S,,S,N,S,N,N,S,N,C,ALTA
4597,OURO,S,N,S,3,BO,BAIRRO,13,695026,3,N,,S,S,N,S,S,N,N,D,BAIXA
4598,BRONZE,N,N,N,3,LJ,RURAL,13,126508,4,S,,S,S,S,S,N,N,N,B,INEXISTENTE
4599,PRATA,N,N,N,2,VD,RUA_FAMOSA,7,514952,4,S,,N,N,N,N,N,S,N,A,BAIXA
4600,DIAMANTE,S,S,S,6,BO,SHOPPING,16,579820,1,S,,S,S,S,S,N,S,S,A,ALTA
4601,OURO,S,N,N,1,VD,BAIRRO,15,715056,4,N,,S,S,N,N,N,N,S,D,MÉDIA
4602,OURO,S,N,S,2,BO,BAIRRO,16,586289,3,S,,S,S,S,S,S,N,S,B,ALTA
4603,DIAMANTE,S,S,N,1,VD,SHOPPING,24,860595,1,S,,S,S,S,S,S,S,S,A,ALTA
4604,OURO,S,S,N,2,LJ,BAIRRO,16,627117,4,N,,S,S,N,N,S,N,N,A,ALTA
4605,BRONZE,S,S,S,3,VD,BAIRRO,20,202781,4,S,,N,N,S,N,N,S,N,D,BAIXA
4606,BRONZE,N,N,N,2,VD,BAIRRO,13,148364,4,S,,S,S,S,S,N,N,N,B,MÉDIA
4607,PRATA,N,S,S,4,VD,RUA_FAMOSA,8,800363,4,S,,N,N,N,N,S,S,N,D,INEXISTENTE
4608,BRONZE,S,S,S,5,BO,RUA_FAMOSA,16,286526,4,S,,S,S,N,N,N,S,N,A,BAIXA
4609,BRONZE,N,S,N,1,VD,RURAL,18,187260,4,N,,S,S,S,S,S,S,N,D,INEXISTENTE
4610,OURO,S,N,N,2,VD,RUA_FAMOSA,8,484161,2,N,N,N,S,N,N,N,N,S,A,ALTA
4611,OURO,S,N,N,3,LJ,BAIRRO,7,852906,3,S,N,N,S,S,S,N,S,S,C,BAIXA
4612,DIAMANTE,S,S,N,1,LJ,CENTRO,15,886319,1,N,,S,S,S,S,S,N,S,B,BAIXA
4613,OURO,S,S,N,5,VD,RUA_FAMOSA,8,837834,2,N,S,S,S,N,N,S,N,N,B,MÉDIA
4614,PRATA,N,N,S,1,LJ,RUA_FAMOSA,8,800546,4,N,S,N,S,S,N,S,N,N,A,INEXISTENTE
4615,BRONZE,N,S,N,2,BO,CENTRO,20,236826,4,S,S,N,S,S,N,N,S,N,D,MÉDIA
4616,DIAMANTE,S,S,N,6,VD,RURAL,13,970554,1,N,S,S,N,S,N,N,N,N,C,ALTA
4617,BRONZE,S,S,S,4,LJ,RUA_FAMOSA,24,212814,4,N,N,N,N,N,N,N,N,N,D,BAIXA
4618,BRONZE,N,S,S,1,LJ,CENTRO,23,186310,4,N,S,N,N,N,N,S,S,N,C,MÉDIA
4619,DIAMANTE,S,S,N,6,LJ,SHOPPING,17,970041,1,N,S,S,S,S,N,N,S,S,B,MÉDIA
4620,DIAMANTE,S,S,N,2,BO,BAIRRO,20,541749,1,N,N,S,S,S,N,S,N,N,A,ALTA
4621,DIAMANTE,S,S,N,4,LJ,BAIRRO,9,982593,1,N,S,S,S,S,S,N,S,N,A,MÉDIA
4622,DIAMANTE,S,S,S,6,VD,RUA_FAMOSA,11,761672,1,S,N,S,S,S,S,N,N,S,C,BAIXA
4623,PRATA,S,N,N,2,BO,RUA_FAMOSA,9,623231,3,N,N,N,N,S,N,S,N,N,D,INEXISTENTE
4624,DIAMANTE,S,S,N,4,VD,BAIRRO,21,722932,1,N,N,S,S,S,N,N,S,S,A,ALTA
4625,BRONZE,N,N,S,1,BO,RUA_FAMOSA,25,164436,4,S,N,S,N,S,S,N,N,N,C,ALTA
4626,DIAMANTE,S,S,S,4,BO,RUA_FAMOSA,15,848096,1,S,S,S,N,S,N,N,S,N,A,ALTA
4627,DIAMANTE,S,S,S,4,LJ,BAIRRO,13,722338,1,N,N,S,S,S,N,S,S,S,B,MÉDIA
4628,OURO,S,N,N,3,VD,RUA_FAMOSA,7,878173,2,N,N,N,S,N,N,N,S,S,D,MÉDIA
4629,BRONZE,S,S,N,6,LJ,CENTRO,15,146825,4,N,N,N,N,S,N,S,S,N,A,BAIXA
4630,BRONZE,S,S,S,2,VD,RURAL,20,229277,4,S,N,N,S,S,S,N,S,N,C,BAIXA
4631,BRONZE,N,N,N,4,LJ,RURAL,15,136711,4,S,S,S,S,N,N,N,S,N,A,MÉDIA
4632,BRONZE,N,N,S,2,LJ,BAIRRO,12,212122,4,N,S,N,N,N,S,S,S,N,C,INEXISTENTE
4633,PRATA,S,S,N,1,BO,RUA_FAMOSA,9,431963,3,N,S,N,N,S,N,S,S,N,D,BAIXA
4634,DIAMANTE,S,S,N,2,BO,CENTRO,26,675948,1,S,S,S,S,S,S,N,N,S,B,ALTA
